id,lengthGroupId,callSign,name,registrationId,length,width,owners,engineBuildingYear,enginePower,buildingYear,auxiliaryEnginePower,auxiliaryEngineBuildingYear,boilerEnginePower,boilerEngineBuildingYear,engineType,engineRpm,degreeOfElectrification,serviceSpeed
2011054730,TwentyEightAndAbove,LLGS,SØRØYFISK,M 0015A,49.82,12.0,"[{'city': 'ELLINGSØY', 'entityType': 'COMPANY', 'id': 991387374, 'name': 'SØRØYFISK AS', 'postalCode': 6057}]",2010,2400,2010,,,,,,,,
2022123057,TwentyEightAndAbove,LGPO,MONSUN,AG0003K,36.69,9.5,"[{'city': 'FLEKKERØY', 'entityType': 'COMPANY', 'id': 993185523, 'name': 'SETHO FISKERISELSKAP AS', 'postalCode': 4679}]",2021,990,2022,,,,,,,,
2020114294,TwentyTwoToTwentyEight,LFMI,KVALNES,M 0009HØ,27.99,9.5,"[{'city': 'FOSNAVÅG', 'entityType': 'COMPANY', 'id': 998237394, 'name': 'KVALNES AS', 'postalCode': 6099}]",2019,1006,2020,,,,,,,,
1995005068,TwentyEightAndAbove,LHMF,RYPEFJORD,F 0038H,53.1,12.0,"[{'city': 'ÅLESUND', 'entityType': 'COMPANY', 'id': 927583321, 'name': 'HAMMERFEST INDUSTRIFISKE AS', 'postalCode': 6001}]",1994,3600,1994,,,,,,,,
1987012805,TwentyTwoToTwentyEight,LAZW,BRIS,VA0065S,26.14,7.0,"[{'city': 'SØGNE', 'entityType': 'COMPANY', 'id': 997652053, 'name': 'BYKLUMINVEST AS', 'postalCode': 4640}]",1976,1030,1976,,,,,,,,
1999001513,TwentyEightAndAbove,LJPH,BÅTSFJORD,N 0047VV,50.2,12.2,"[{'city': 'ÅLESUND', 'entityType': 'COMPANY', 'id': 916606605, 'name': 'NORDLAND HAVFISKE AS', 'postalCode': 6001}]",1998,3900,1999,,,,,,,,
2015071742,TwentyTwoToTwentyEight,LCRO,FANØYVÅG,SF0025F,27.97,8.5,"[{'city': 'BATALDEN', 'entityType': 'COMPANY', 'id': 986997873, 'name': 'FANØYVÅG AS', 'postalCode': 6917}]",2015,1020,2015,,,,,,,,
2014065794,TwentyEightAndAbove,LDKY,HARVEST,H 0001AV,67.0,14.8,"[{'city': 'BEKKJARVIK', 'entityType': 'COMPANY', 'id': 976547691, 'name': 'HARDHAUS AS', 'postalCode': 5397}]",2013,5400,2014,,,,,,,,
2020115396,FifteenToTwentyOne,LGIE,KJELL SENIOR,N 0040F,18.4,6.55,"[{'city': 'NAPP', 'entityType': 'COMPANY', 'id': 919255765, 'name': 'EINARSEN FISK AS', 'postalCode': 8382}]",2020,700,2020,,,,,,,,
2022123518,TwentyEightAndAbove,LCGV,EDNA SYNNØVE,TR0018F,37.56,8.0,"[{'city': 'DYRVIK', 'entityType': 'COMPANY', 'id': 918634223, 'name': 'FRØYA KYSTFISKE AS', 'postalCode': 7270}]",1997,990,1984,,,,,,,,
2003019867,TwentyEightAndAbove,LLNZ,SKÅR SENIOR,M 0260HØ,55.24,,[],2000,3264,2002,,,,,,,,
2023124375,TwentyTwoToTwentyEight,LGXS,SKREIGRUNN,TF0060SE,27.97,9.1,"[{'city': 'HUSØY I SENJA', 'entityType': 'COMPANY', 'id': 923717153, 'name': 'GHT FISKERI AS', 'postalCode': 9389}]",2022,1000,2023,,,,,,,,
1995001242,FifteenToTwentyOne,LHPA,SELHEIM,F 0006VS,19.78,7.0,"[{'city': 'VESTRE JAKOBSELV', 'entityType': 'COMPANY', 'id': 932332930, 'name': 'SNEHVIT CATCH AS', 'postalCode': 9802}]",1997,500,1995,,,,,,,,
2006036986,TwentyEightAndAbove,JWLM,KAMILLA GRANDE,N 0050Ø,37.54,9.25,"[{'city': 'MYRE', 'entityType': 'COMPANY', 'id': 884295262, 'name': 'ØKSNES KYSTFISKE AS', 'postalCode': 8430}]",2006,1000,2006,,,,,,,,
2025126241,TwentyEightAndAbove,3YIV,ANDREA L,VL0024KI,71.19,14.39,"[{'city': 'RAUDEBERG', 'entityType': 'COMPANY', 'id': 917915628, 'name': 'ANDREA L AS', 'postalCode': 6707}]",,6120,2012,,,,,,,,
2022120897,TwentyEightAndAbove,JXXO,HAVFISK,M 0100A,75.1,16.2,"[{'city': 'ÅLESUND', 'entityType': 'COMPANY', 'id': 990475318, 'name': 'HAVFISK AS', 'postalCode': 6014}]",2024,7072,2025,,,,,,,,
1970005735,UnderEleven,,ISINGVÅG,M 0006GS,7.72,,[],1980,38,1969,,,,,,,,
2018103733,UnderEleven,LF6146,BJØRN MARTIN,M 0020VD,10.98,4.75,"[{'city': 'ØRSTA', 'entityType': 'COMPANY', 'id': 994141651, 'name': 'SH REFVIK AS', 'postalCode': 6155}]",2018,265,2018,,,,,,,,
2000013210,UnderEleven,LK7119,BELLA,N 0080Ø,10.66,3.65,"[{'city': 'MYRE', 'entityType': 'COMPANY', 'id': 931733702, 'name': 'GRANDE KYSTFISKE AS', 'postalCode': 8430}]",2000,154,2000,,,,,,,,
2015068433,TwentyEightAndAbove,LFTI,M.YTTERSTAD,N 0307LN,74.8,15.4,"[{'city': 'LØDINGEN', 'entityType': 'COMPANY', 'id': 990284202, 'name': 'M.YTTERSTAD AS', 'postalCode': 8411}]",2015,5364,2015,,,,,,,,
2008043528,TwentyEightAndAbove,LAVF,SLETTHOLMEN,N 0118L,35.49,9.25,"[{'city': 'LURØY', 'entityType': 'COMPANY', 'id': 974379066, 'name': 'LURØYVEIDING AS', 'postalCode': 8766}]",2007,1521,2008,,,,,,,,
1997004215,TwentyEightAndAbove,LJBC,LOFOTFANGST,N 0666VV,34.25,9.0,"[{'city': 'LEKNES', 'entityType': 'COMPANY', 'id': 924708948, 'name': 'MOSKEN KYSTFISKE AS', 'postalCode': 8370}]",1997,1520,1997,,,,,,,,
2000013801,TwentyEightAndAbove,LLAY,SYNES,M 0065G,54.6,13.0,"[{'city': 'VALDERØYA', 'entityType': 'COMPANY', 'id': 921881347, 'name': 'NORDIC WILDFISH AS', 'postalCode': 6050}]",2000,5000,2000,,,,,,,,
1999004246,TwentyEightAndAbove,LJZJ,NESBAKK,M 0071G,44.8,11.0,"[{'city': 'GODØYA', 'entityType': 'COMPANY', 'id': 925833495, 'name': 'NESBAKK AS', 'postalCode': 6055}]",1999,1520,1999,,,,,,,,
2018108053,TwentyEightAndAbove,LFAR,SJØVIK,VA0072K,28.05,8.4,"[{'city': 'FLEKKERØY', 'entityType': 'COMPANY', 'id': 929685857, 'name': 'FLEKKERØYFISK AS', 'postalCode': 4625}]",2018,1000,2018,,,,,,,,
2005030625,TwentyTwoToTwentyEight,LNFD,ASTRID ANN,AA0056A,25.84,7.65,"[{'city': 'SALTRØD', 'entityType': 'COMPANY', 'id': 979759916, 'name': 'ASTRID ANN ANS', 'postalCode': 4815}]",1980,1000,1980,,,,,,,,
1999004390,FifteenToTwentyOne,LEIA,INGVARDSON,F 0095H,20.95,6.5,"[{'city': 'HAMMERFEST', 'entityType': 'COMPANY', 'id': 916046022, 'name': 'TM FISK AS', 'postalCode': 9603}]",1991,730,1991,,,,,,,,
2001015341,TwentyTwoToTwentyEight,LLMQ,STORSTEIN,TR0091AA,27.3,7.5,"[{'city': 'REVSNES', 'entityType': 'COMPANY', 'id': 929618297, 'name': 'GUTTELVIK KYST AS', 'postalCode': 7177}]",2001,720,2001,,,,,,,,
2021118317,TwentyEightAndAbove,LFNJ,HARDHAUS,VL0009AV,74.5,16.0,"[{'city': 'BEKKJARVIK', 'entityType': 'COMPANY', 'id': 976547691, 'name': 'HARDHAUS AS', 'postalCode': 5397}]",2021,6600,2020,,,,,,,,
1983012873,TwentyEightAndAbove,LMTJ,PIRAJA,AG0095K,38.7,10.0,"[{'city': 'FLEKKERØY', 'entityType': 'COMPANY', 'id': 927989484, 'name': 'PIRAJA AS', 'postalCode': 4625}]",1988,1000,1983,,,,,,,,
2005033587,TwentyEightAndAbove,LNTY,TEIGENES,M 0001HØ,75.4,15.6,"[{'city': 'FOSNAVÅG', 'entityType': 'COMPANY', 'id': 921159358, 'name': 'TEIGENES AS', 'postalCode': 6090}]",2003,5168,2005,,,,,,,,
2022123339,TwentyEightAndAbove,JXPZ,ASTRID,AG0097LS,35.69,8.5,"[{'city': 'MANDAL', 'entityType': 'COMPANY', 'id': 814216292, 'name': 'LINDESNES FISKERISELSKAB AS', 'postalCode': 4514}]",2018,990,2000,,,,,,,,
2020115234,TwentyEightAndAbove,LFPE,SUNDERØY,N 0200Ø,77.26,17.0,"[{'city': 'SORTLAND', 'entityType': 'COMPANY', 'id': 979841345, 'name': 'PRESTFJORD AS', 'postalCode': 8401}]",2020,9792,2020,,,,,,,,
2021117057,FifteenToTwentyOne,LFYJ,HAVBÅRA,N 0074Ø,19.0,8.0,"[{'city': 'MYRE', 'entityType': 'COMPANY', 'id': 911894122, 'name': 'HAVBÅRA AS', 'postalCode': 8430}]",2020,707,2021,,,,,,,,
2003026345,TwentyEightAndAbove,LMMC,GUNNAR LANGVA,M 0139A,71.1,,[],2003,6120,2003,,,,,,,,
2000013592,TwentyEightAndAbove,LLAV,BLUEFIN,SF0012F,34.79,7.5,"[{'city': 'FLORØ', 'entityType': 'COMPANY', 'id': 981893409, 'name': 'NYE BLUEFIN AS', 'postalCode': 6902}]",1999,1000,2000,,,,,,,,
2011056308,TwentyEightAndAbove,3YWO,NESEGUTTEN,AG0087LS,32.55,9.0,"[{'city': 'LINDESNES', 'entityType': 'COMPANY', 'id': 924563419, 'name': 'NESEGUTTEN AS', 'postalCode': 4521}]",2011,990,2011,,,,,,,,
2013061852,TwentyEightAndAbove,LDGS,HAVDRØN,VL0070BN,69.9,14.2,"[{'city': 'HJELLESTAD', 'entityType': 'COMPANY', 'id': 982165504, 'name': 'HAVDRØN AS', 'postalCode': 5259}]",2012,4080,2013,,,,,,,,
1990009884,FifteenToTwentyOne,LK4084,LYSBØEN II,N 0032F,20.25,5.4,"[{'city': 'FREDVANG', 'entityType': 'COMPANY', 'id': 920630774, 'name': 'BR. SOLHAUG AS', 'postalCode': 8387}]",1992,525,1990,,,,,,,,
2020115075,TwentyEightAndAbove,LHAP,STØDIG,TF0234T,39.3,11.5,"[{'city': 'KVALØYA', 'entityType': 'COMPANY', 'id': 959908214, 'name': 'ASBJØRN SELSBANE AS', 'postalCode': 9105}]",2023,1795,2023,,,,,,,,
2011054408,TwentyEightAndAbove,LCMP,HAVTIND,N 0010H,59.75,13.0,"[{'city': 'ÅLESUND', 'entityType': 'COMPANY', 'id': 916606605, 'name': 'NORDLAND HAVFISKE AS', 'postalCode': 6001}]",1996,6120,1997,,,,,,,,
2014066552,TwentyTwoToTwentyEight,LFGV,CAPRICE,H 0313AV,27.4,8.4,"[{'city': 'RÅDAL', 'entityType': 'COMPANY', 'id': 918680039, 'name': 'CARIDEA AS', 'postalCode': 5235}]",2013,950,2014,,,,,,,,
1997002848,TwentyEightAndAbove,LIQO,BARHOLM,VL0025ØN,30.0,8.6,"[{'city': 'SKOGSVÅG', 'entityType': 'COMPANY', 'id': 997117034, 'name': 'MOSKENES TORSK AS', 'postalCode': 5382}]",1997,985,1997,,,,,,,,
1998000711,TwentyTwoToTwentyEight,LIHW,SILVER BAY,H 0095B,23.55,6.5,"[{'city': 'FOLDRØYHAMN', 'entityType': 'COMPANY', 'id': 998556880, 'name': 'EIVIND WAAGE AS', 'postalCode': 5428}]",1999,600,1968,,,,,,,,
2019108893,TwentyEightAndAbove,LEZY,ANTARCTIC ENDURANCE,N 0130VV,129.6,23.0,"[{'city': 'LYSAKER', 'entityType': 'COMPANY', 'id': 988354139, 'name': 'THE QRILL COMPANY AS', 'postalCode': 1327}]",2017,9012,2019,,,,,,,,
2020113538,FifteenToTwentyOne,LGAC,ROAR K,T 0007SE,18.49,6.6,"[{'city': 'HUSØY I SENJA', 'entityType': 'COMPANY', 'id': 917977852, 'name': 'ANDENES KYSTFISKE AS', 'postalCode': 9389}]",2019,700,2020,,,,,,,,
1998003525,TwentyEightAndAbove,LEQI,HÅFLU,R 0022B,42.5,9.6,"[{'city': 'BOKN', 'entityType': 'COMPANY', 'id': 929824024, 'name': 'HÅFLU AS', 'postalCode': 5561}]",1991,1632,1991,,,,,,,,
2023124377,TwentyEightAndAbove,LGNJ,ARNØYTIND,TF0008S,50.24,12.0,"[{'city': 'SKJERVØY', 'entityType': 'COMPANY', 'id': 969061848, 'name': 'ARNØYTIND AS', 'postalCode': 9180}]",2023,1000,2023,,,,,,,,
1997008560,FifteenToTwentyOne,LIBV,EMELY SØR,AA0010A,18.66,6.1,"[{'city': 'KONGSHAVN', 'entityType': 'COMPANY', 'id': 996213269, 'name': 'REKESENTRALEN V/ENDRE LANGTVEIT', 'postalCode': 4812}]",1987,540,1987,,,,,,,,
2024125200,TwentyTwoToTwentyEight,JXYQ,RØNØ,R 0557K,21.44,6.07,"[{'city': 'SÆVELANDSVIK', 'entityType': 'COMPANY', 'id': 889498412, 'name': 'E-FISK AS', 'postalCode': 4275}]",550,550,1987,,,,,,,,
1998012857,TwentyTwoToTwentyEight,LJCS,STORVIG,VA0081LS,23.95,7.6,"[{'city': 'MANDAL', 'entityType': 'COMPANY', 'id': 825813942, 'name': 'STORVIG AS', 'postalCode': 4514}]",1997,722,1998,,,,,,,,
1999002858,TwentyEightAndAbove,LJVB,GRIMSHOLM,T 0072T,68.1,12.6,"[{'city': 'TROMSØ', 'entityType': 'COMPANY', 'id': 915785166, 'name': 'GRIMSHOLM FISKEDRIFT AS', 'postalCode': 9272}]",1998,5220,1999,,,,,,,,
2004026505,TwentyEightAndAbove,LMMS,SLAATTERØY,H 0010AV,67.4,,[],1997,8500,1997,,,,,,,,
2022121317,TwentyEightAndAbove,LGGL,SKÅR SENIOR,M 0200HØ,48.3,12.0,"[{'city': 'NERLANDSØY', 'entityType': 'COMPANY', 'id': 971142820, 'name': 'SKÅR SENIOR AS', 'postalCode': 6098}]",2021,2611,2022,,,,,,,,
2004027550,TwentyEightAndAbove,LMNF,KVALSKJÆR,M 0009HØ,53.0,,[],2004,3700,2004,,,,,,,,
2019109755,UnderEleven,,ØYA,H 0019ØN,6.3,2.35,"[{'city': 'HELLESØY', 'entityType': 'COMPANY', 'id': 913175824, 'name': 'SEIFISK AS', 'postalCode': 5334}]",2019,100,2019,,,,,,,,
1998005613,TwentyTwoToTwentyEight,,KINGSHOLM,N 0033BR,23.99,,[],1997,590,1998,,,,,,,,
2019112014,TwentyEightAndAbove,LFLJ,FRØYANES JUNIOR,SF0004S,51.32,14.0,"[{'city': 'STADLANDET', 'entityType': 'COMPANY', 'id': 960541499, 'name': 'FRØYANES JUNIOR AS', 'postalCode': 6750}]",2019,1837,2019,,,,,,,,
1999004885,TwentyTwoToTwentyEight,LNQL,OLE OSKAR,N 0107V,26.2,8.0,"[{'city': 'KLEPPSTAD', 'entityType': 'COMPANY', 'id': 918033068, 'name': 'OLE OSKAR AS', 'postalCode': 8313}]",1993,980,1985,,,,,,,,
2019112653,FifteenToTwentyOne,LFUP,BEN HUR,T 0022BG,20.96,9.0,"[{'city': 'SENJAHOPEN', 'entityType': 'COMPANY', 'id': 930058068, 'name': 'JUDA BEN HUR AS', 'postalCode': 9386}]",2019,999,2019,,,,,,,,
2021118737,TwentyTwoToTwentyEight,LFVL,SLETTENBERG,TF0030L,27.97,10.0,"[{'city': 'NORD-LENANGEN', 'entityType': 'COMPANY', 'id': 994267264, 'name': 'GRANLI FISKERI AS', 'postalCode': 9068}]",2021,1000,2021,,,,,,,,
1983004654,TwentyEightAndAbove,LLVA,ORSKJÆR,Ø 0003H,35.17,6.9,"[{'city': 'VESTERØY', 'entityType': 'COMPANY', 'id': 914053013, 'name': 'VIGS LINEFISK AS', 'postalCode': 1684}]",1996,993,1982,,,,,,,,
2021119797,TwentyEightAndAbove,LGJY,BREIDTIND,TF0020T,80.4,16.7,"[{'city': 'TROMSØ', 'entityType': 'COMPANY', 'id': 930306029, 'name': 'NERGÅRD HAVFISKE AS', 'postalCode': 9256}]",2022,7341,2022,2434,2022,,,,,,
1977009694,UnderEleven,,RABB,ST0006B,6.27,,[],1965,37,1950,,,,,,,,
2012059592,TwentyEightAndAbove,LCOE,INGRID MAJALA,TF0195M,62.6,12.8,"[{'city': 'HAVØYSUND', 'entityType': 'COMPANY', 'id': 993946370, 'name': 'SILFAKS FISKEBÅTREDERI AS', 'postalCode': 9690}]",2012,4021,2012,,,,,,,,
2007037869,TwentyEightAndAbove,LIWG,BRENNHOLM,H 0001BN,75.4,14.6,"[{'city': 'BERGEN', 'entityType': 'COMPANY', 'id': 990026521, 'name': 'BRENNHOLM AS', 'postalCode': 5868}]",2007,6870,2004,,,,,,,,
2014064332,TwentyEightAndAbove,LDHW,EINAR ERLEND,N 0025ME,41.45,9.8,"[{'city': 'ENGAVÅGEN', 'entityType': 'COMPANY', 'id': 994770179, 'name': 'EINAR ERLEND AS', 'postalCode': 8170}]",2014,1000,2014,,,,,,,,
2004029046,TwentyEightAndAbove,LMUR,SKAGØYSUND,T 0023T,38.05,9.0,"[{'city': 'SOMMARØY', 'entityType': 'COMPANY', 'id': 983232000, 'name': 'SKAGØYSUND AS', 'postalCode': 9110}]",2004,1414,2004,,,,,,,,
2001014402,TwentyEightAndAbove,LLND,BUEFJORD,SF0045A,32.42,8.85,"[{'city': 'BULANDET', 'entityType': 'COMPANY', 'id': 917503613, 'name': 'BUEFJORD AS', 'postalCode': 6987}]",2001,1520,2001,,,,,,,,
2020112733,TwentyEightAndAbove,LGFV,SLAATTERØY,VL0264AV,87.8,16.6,"[{'city': 'BEKKJARVIK', 'entityType': 'COMPANY', 'id': 979356749, 'name': 'K HALSTENSEN AS', 'postalCode': 5399}]",2016,6500,2016,,,,,,,,
2019112433,TwentyEightAndAbove,LFGY,GUNNAR LANGVA,M 0189A,74.8,15.5,"[{'city': 'ÅLESUND', 'entityType': 'COMPANY', 'id': 976547268, 'name': 'GUNNAR LANGVA AS', 'postalCode': 6001}]",2019,6528,2019,,,,,,,,
1999009083,TwentyTwoToTwentyEight,LGSR,FYRHOLM,H 0015B,22.33,5.95,"[{'city': 'FINNÅS', 'entityType': 'COMPANY', 'id': 929572351, 'name': 'NYE FYRHOLM AS', 'postalCode': 5437}]",1977,500,1965,,,,,,,,
1990006396,UnderEleven,LM5971,VEGAFISK,N 0087VA,9.45,,[],1999,127,1976,,,,,,,,
2000013581,TwentyEightAndAbove,LJYA,ROALDSEN,R 0080ES,58.92,10.9,"[{'city': 'EGERSUND', 'entityType': 'COMPANY', 'id': 955320700, 'name': 'KORNELIUS ROALDSEN FISKEBÅTREDERI AS', 'postalCode': 4371}]",1998,3260,1999,,,,,,,,
2005030845,UnderEleven,LK3037,ROBIN,F 0042V,8.52,3.51,"[{'city': 'VARDØ', 'entityType': 'COMPANY', 'id': 976901517, 'name': 'ROY-ARNE LUND', 'postalCode': 9950}]",1986,72,1986,,,,,,,,
2004028085,UnderEleven,LK7058,ETTENA,TF0006N,10.44,3.6,"[{'city': 'VARANGERBOTN', 'entityType': 'COMPANY', 'id': 922909636, 'name': 'LEIF-AMMON LÄNSMAN', 'postalCode': 9840}]",1983,108,1984,,,,,,,,
2007038891,TwentyTwoToTwentyEight,LAHA,ROSENBORG,ST0017AA,27.4,,[],2006,1600,2007,,,,,,,,
2024124799,FifteenToTwentyOne,JXUK,KLÆVTIND,N 0100A,18.4,6.6,"[{'city': 'BLEIK', 'entityType': 'COMPANY', 'id': 987615923, 'name': 'G. T. MADSEN AS', 'postalCode': 8481}]",2023,625,2023,,,,,,,,
2014064072,TwentyEightAndAbove,LDFS,FISKEBAS,SF0230F,64.2,14.0,"[{'city': 'FLORØ', 'entityType': 'COMPANY', 'id': 992241446, 'name': 'FISKEBAS AS', 'postalCode': 6901}]",2014,4080,2013,,,,,,,,
2014065914,FifteenToTwentyOne,LGCT,GROTLE,SF0088B,20.99,8.5,"[{'city': 'BREMANGER', 'entityType': 'COMPANY', 'id': 930135682, 'name': 'HAVSTJERNA AS', 'postalCode': 6727}]",2014,1000,2014,,,,,,,,
2021116956,TwentyEightAndAbove,LFKW,LIBAS,VL0001ØN,86.1,18.8,"[{'city': 'STRAUME', 'entityType': 'COMPANY', 'id': 992569565, 'name': 'LIBAS AS', 'postalCode': 5353}]",2021,8046,2021,,,,,,,,
1997003984,TwentyEightAndAbove,LIPZ,BAUTAR,M 0011G,33.95,10.3,"[{'city': 'GODØYA', 'entityType': 'COMPANY', 'id': 921419694, 'name': 'ALNES REDERI AS', 'postalCode': 6054}]",1997,2570,1997,,,,,,,,
1993010150,FifteenToTwentyOne,LK3438,MEA,N 0070Ø,19.95,5.5,"[{'city': 'MYRE', 'entityType': 'COMPANY', 'id': 988299553, 'name': 'MEA KYSTFISKE AS', 'postalCode': 8430}]",1988,330,1988,,,,,,,,
2001016168,TwentyTwoToTwentyEight,LLQX,SPJÆRINGEN,Ø 0300H,27.91,8.0,"[{'city': 'VESTERØY', 'entityType': 'COMPANY', 'id': 991014896, 'name': 'SPJÆRINGEN AS', 'postalCode': 1684}]",2001,900,2001,,,,,,,,
1979006694,TwentyEightAndAbove,LMRJ,KETLIN,N 0119SO,54.05,10.0,"[{'city': 'SORTLAND', 'entityType': 'COMPANY', 'id': 991192824, 'name': 'KETLIN AS', 'postalCode': 8415}]",1975,2240,1967,,,,,,,,
1992008497,UnderEleven,,HOVDA VIKING,R 0007F,7.55,,[],1970,20,1972,,,,,,,,
2002018201,TwentyEightAndAbove,LLWG,TUNFISK,H 0180K,36.9,8.5,"[{'city': 'HALSNØY KLOSTER', 'entityType': 'COMPANY', 'id': 987987898, 'name': 'MAGNE SJO AS', 'postalCode': 5455}]",2002,1300,2002,,,,,,,,
2023125219,TwentyEightAndAbove,JXRN,AKSEL JOHAN,TF0090SE,39.95,9.2,"[{'city': 'FINNSNES', 'entityType': 'COMPANY', 'id': 924665971, 'name': 'BERG FISK AS', 'postalCode': 9300}]",2024,1475,2024,,,,,,,,
2019109373,TwentyEightAndAbove,LFSY,STRAND SENIOR,M 0125H,75.0,15.3,"[{'city': 'ÅLESUND', 'entityType': 'COMPANY', 'id': 980863743, 'name': 'STRAND SENIOR AS', 'postalCode': 6005}]",2019,6636,2019,,,,,,,,
1990004695,FifteenToTwentyOne,,NYFALKEN,M 0195HØ,15.36,,[],1979,260,1952,,,,,,,,
2018101713,UnderEleven,,SKAGSUND,M 0023SM,6.15,2.22,"[{'city': 'SMØLA', 'entityType': 'PERSON', 'id': None, 'name': 'IVERSEN HARALD MAGNE', 'postalCode': 6570}]",2014,70,2014,,,,,,,,
2021119078,UnderEleven,LF7255,SUNNIVA,VL0019ØN,8.96,3.01,"[{'city': 'SKOGSVÅG', 'entityType': 'COMPANY', 'id': 971059060, 'name': 'SANGOLT TROND HARALD', 'postalCode': 5382}]",2021,540,2021,,,,,,,,
2014066472,UnderEleven,,JENS,R 0409K,7.7,2.69,"[{'city': 'SKUDENESHAVN', 'entityType': 'COMPANY', 'id': 930482625, 'name': 'JENSEN', 'postalCode': 4280}]",1994,30,1982,,,,,,,,
1996005804,ElevenToFifteen,LK2097,VOLLEN II,N 0305V,12.2,4.18,"[{'city': 'LAUKVIK', 'entityType': 'COMPANY', 'id': 997695984, 'name': 'VOLLEN KYSTFISKE AS', 'postalCode': 8315}]",1985,160,1986,,,,,,,,
1983006464,ElevenToFifteen,LM8429,HÅLØYGER,N 0094L,12.22,3.89,"[{'city': 'INDRE KVARØY', 'entityType': 'COMPANY', 'id': 969460815, 'name': 'SARASSEN LEIF SNORRE P/R', 'postalCode': 8743}]",1998,160,1981,,,,,,,,
1998008157,FifteenToTwentyOne,LJIJ,BAKKE JR,M 0101AV,20.99,6.85,"[{'city': 'KRISTIANSUND N', 'entityType': 'COMPANY', 'id': 817850332, 'name': 'KENFISH II AS', 'postalCode': 6512}]",1998,600,1998,,,,,,,,
2019112113,UnderEleven,LF6576,BARJO,TF0005P,10.95,3.86,"[{'city': 'KARASJOK', 'entityType': 'COMPANY', 'id': 911785951, 'name': 'KARASJOK HAVFISKE AS', 'postalCode': 9735}]",2019,250,2019,,,,,,,,
2019111193,UnderEleven,LF6365,GABRIELLE,F 0042NK,7.98,3.6,"[{'city': 'SKARSVÅG', 'entityType': 'COMPANY', 'id': 915324282, 'name': 'EWA BOGUCKA', 'postalCode': 9763}]",2018,140,2018,,,,,,,,
2008044049,UnderEleven,,SARI,T 0044BG,5.3,2.0,"[{'city': 'SKALAND', 'entityType': 'COMPANY', 'id': 969200562, 'name': 'BAKKEN ODDFINN', 'postalCode': 9385}]",2008,40,2008,,,,,,,,
1994005060,UnderEleven,LM7732,VÅRBRIS,TF0035V,9.45,3.07,"[{'city': 'VARDØ', 'entityType': 'COMPANY', 'id': 930648930, 'name': 'ANDERSEN HAVFISKE', 'postalCode': 9950}]",1986,127,1981,,,,,,,,
1994001654,UnderEleven,LK2632,SØRVÆRING,F 0040H,10.64,4.06,"[{'city': 'RYPEFJORD', 'entityType': 'COMPANY', 'id': 869655902, 'name': 'HANS PETTER RASMUSSEN', 'postalCode': 9610}]",1985,115,1986,,,,,,,,
